x,y,z,psi,n,p,Donor,Acceptor,NetDoping,R_SRH,R_Auger,Eg_eff,Eg_bgn,nie,EC,EV,phi_n,phi_p,ND_II,NA_II,mu_n_low,mu_p_low,E,Jn,Jp,J,grad_phi_n,grad_phi_p,Gn,Gp,G
5.937500000000e+01,5.585937500000e+00,0.000000000000e+00,1.3372572115242031e+01,5.0262908083724058e+17,1.9372002543845612e+06,1.0157354406577756e+18,4.8350796146463501e+17,5.3222747919314061e+17,-1.0282041929895544e+15,-5.6704450245516008e+13,1.0567991602086664e+00,3.4996415971909750e-02,1.0204200748489527e+13,-1.2845602431362961e+01,-1.3902401591571628e+01,1.2999999999781764e+01,1.2839088056685455e+01,9.8624803190478605e+17,4.8350796146453286e+17,2.207538160327044e+02,1.167492525342831e+02,9.666430789112040e+02,2.251877564756680e-05,3.731007599461834e-08,2.255608550640747e-05,2.408258644090245e-06,2.604940886454640e+03,4.432469325740778e-10,1.934245286826425e-16,4.432471259986065e-10
5.937500000000e+01,5.800781250000e+00,0.000000000000e+00,1.3347842733508099e+01,2.3359554946091834e+17,2.1461336914276736e+05,7.0879580154002368e+17,4.5673061868680154e+17,2.5206518285322208e+17,-1.5733271895139652e+15,-2.9093315571754250e+13,1.0603127575478568e+00,3.1482818632719373e-02,9.6971541871027188e+12,-1.2819116250959434e+01,-1.3879429008507291e+01,1.2999999999704684e+01,1.2740277407519429e+01,6.9827727905202534e+17,4.5673061868678995e+17,2.477468457142126e+02,1.186164094622559e+02,7.755996093930551e+03,2.251322575436732e-05,3.893317490982619e-08,2.255215886682600e-05,1.467206168021999e-04,6.690722027649167e+03,9.233626251693208e-06,3.827153925544188e-15,9.233626255520362e-06
5.625000000000e+01,5.908203125000e+00,0.000000000000e+00,1.3122623023441413e+01,3.3195302772200925e+14,1.6162750091828066e+06,5.8909158782835789e+17,4.4354555577110176e+17,1.4554603205725610e+17,-8.3469940541778138e+17,-4.7078199696147964e+10,1.0619872691526411e+00,2.9808307027935084e-02,9.4644491100146211e+12,-1.2593059285090357e+01,-1.3655046554242997e+01,1.2999999994221881e+01,1.2585489947314413e+01,5.8907852120058227e+17,4.4354555577101357e+17,1.473825246618572e+02,7.044994421105142e+01,1.415838030690380e+05,2.209710804144922e-05,4.531623872167371e-07,2.255027042866592e-05,8.925605110154607e+04,1.145742379769165e+05,1.425707484280892e+15,1.233749718370387e+17,1.248006793213196e+17
5.937500000000e+01,5.908203125000e+00,0.000000000000e+00,1.3122623022802864e+01,3.3195302158394612e+14,1.6162791396306111e+06,5.8909158782835789e+17,4.4354555577110176e+17,1.4554603205725610e+17,-8.3469941914212749e+17,-4.7078198825147789e+10,1.0619872691526411e+00,2.9808307027935084e-02,9.4644491100146211e+12,-1.2593059284451808e+01,-1.3655046553604448e+01,1.2999999994220698e+01,1.2585490034763332e+01,5.8907852120082394e+17,4.4354555577101357e+17,1.473825192203332e+02,7.044995657548328e+01,1.415838031427438e+05,2.209735424454314e-05,4.531633976053883e-07,2.255051764214792e-05,8.925607917117656e+04,1.145742264193687e+05,1.425710403356193e+15,1.233777738013604e+17,1.248034842047166e+17
5.625000000000e+01,6.015625000000e+00,0.000000000000e+00,1.0306003214543850e+01,2.7510824888469253e+07,1.4436900278816715e+07,4.8794711139658374e+17,4.3050966680677997e+17,5.7437444589803768e+16,-6.6032822294331607e+18,-5.1496253183508770e+03,1.0635989270412483e+00,2.8196649139327963e-02,9.2457541428394219e+12,-9.7756336472484886e+00,-1.0839232574289737e+01,1.0744628690409753e+01,9.8451521885344881e+00,4.8794711139565498e+17,4.3050966680598842e+17,3.015753591906524e+01,2.225504573094176e+01,3.099147521817826e+05,1.819439052448449e-05,4.355878727668112e-06,2.255026925215260e-05,2.410515402073130e+05,2.595939435401439e+05,2.270561243797495e+17,1.280420560507532e+18,1.507476684887282e+18
5.625000000000e+01,6.123046875000e+00,0.000000000000e+00,6.4642982696112066e+00,2.2569666277809333e+07,2.7100199114135236e+07,4.0280194471393869e+17,4.1763237124495667e+17,-1.4830426531017988e+16,-5.7753628607848428e+18,-5.4798636853922735e+03,1.0651424468211554e+00,2.6653129359420682e-02,9.0410441999329707e+12,-5.9331569424258923e+00,-6.9982993892470482e+00,6.9089759732173741e+00,6.0259261872025602e+00,4.0280194471328902e+17,4.1763237124346790e+17,2.362199353672543e+01,1.960744675100217e+01,3.453082302721746e+05,1.131192939672611e-05,1.123833985380114e-05,2.255026925052724e-05,2.925358256149990e+05,2.922713214453525e+05,4.327484589557686e+17,1.676580073514814e+18,2.109328532470582e+18
5.937500000000e+01,6.015625000000e+00,0.000000000000e+00,1.0306003213158357e+01,2.7511140333408162e+07,1.4436952389301835e+07,4.8794711139658374e+17,4.3050966680677997e+17,5.7437444589803768e+16,-6.6032822293525412e+18,-5.1496731675181336e+03,1.0635989270412483e+00,2.8196649139327963e-02,9.2457541428394219e+12,-9.7756336458629960e+00,-1.0839232572904244e+01,1.0744628293793930e+01,9.8451523115669861e+00,4.8794711139565498e+17,4.3050966680598842e+17,3.015753280895971e+01,2.225504590091613e+01,3.099147522551362e+05,1.819462256633706e-05,4.355894011013982e-06,2.255051657735105e-05,2.410515614253788e+05,2.595939414891258e+05,2.270572493075738e+17,1.280449787572210e+18,1.507507036879783e+18
5.937500000000e+01,6.123046875000e+00,0.000000000000e+00,6.4642982674806779e+00,2.2570003060474694e+07,2.7100306867966346e+07,4.0280194471393869e+17,4.1763237124495667e+17,-1.4830426531017988e+16,-5.7753628606822523e+18,-5.4799174539596943e+03,1.0651424468211554e+00,2.6653129359420682e-02,9.0410441999329707e+12,-5.9331569402953637e+00,-6.9982993871165196e+00,6.9089754567422794e+00,6.0259263221261783e+00,4.0280194471328902e+17,4.1763237124346790e+17,2.362199140447165e+01,1.960744662992855e+01,3.453082303393187e+05,1.131213351449965e-05,1.123838305600170e-05,2.255051657050135e-05,2.925358515668176e+05,2.922713232506328e+05,4.327506122996889e+17,1.676612451533198e+18,2.109363063832887e+18
5.625000000000e+01,6.230468750000e+00,0.000000000000e+00,2.8872717048648044e+00,1.2110848661077056e+07,3.6478027126811497e+07,3.3139049089388589e+17,4.0492255743884275e+17,-7.3532066544956880e+16,-5.0807520657525729e+18,-4.8018511657799972e+03,1.0666134253323027e+00,2.5182150848273403e-02,8.8501745045942148e+12,-2.3553948884239166e+00,-3.4220083137562196e+00,3.3526712534982481e+00,2.4598783274136462e+00,3.3139049089359040e+17,4.0492255743684102e+17,4.350559922323995e+01,3.978218599242937e+01,2.108230724552025e+05,3.130358768789390e-06,1.941991047919869e-05,2.255026924798808e-05,1.766023202984116e+05,1.589835325886920e+05,1.380543560437135e+17,3.461959046939172e+17,4.842502607376306e+17
5.625000000000e+01,6.445312500000e+00,0.000000000000e+00,-3.2980465104959422e-01,1.1547268301258932e+06,1.2157256737449387e+17,2.2203956905391962e+17,3.8003825692868250e+17,-1.5799868787476285e+17,-3.6343793675165088e+14,-9.1008809628809297e+12,1.0693258594449879e+00,2.2469716735588334e-02,8.5087203103154502e+12,8.6303768454682461e-01,-2.0628817489816331e-01,2.1524979684110379e-01,8.0849600006218563e-08,2.2203956905389971e+17,3.7354515820427494e+17,2.242190258962981e+02,1.160331956934957e+02,5.027931932501802e+04,7.349111949004564e-07,2.480462335817657e-05,2.544076582812562e-05,4.313692517129413e+04,3.244979475722259e+04,5.714550103298875e+11,1.844651758127287e+14,1.850366308230586e+14
5.937500000000e+01,6.230468750000e+00,0.000000000000e+00,2.8872717019915450e+00,1.2111139113627244e+07,3.6478140089050062e+07,3.3139049089388589e+17,4.0492255743884275e+17,-7.3532066544956880e+16,-5.0807520656642058e+18,-4.8018974122461568e+03,1.0666134253323027e+00,2.5182150848273403e-02,8.8501745045942148e+12,-2.3553948855506572e+00,-3.4220083108829602e+00,3.3526704239625338e+00,2.4598784312820778e+00,3.3139049089359040e+17,4.0492255743684102e+17,4.350545816294382e+01,3.978218405186161e+01,2.108230725127381e+05,3.130542160584660e-06,1.941997439923252e-05,2.255051655981716e-05,1.766026904121699e+05,1.589835383113488e+05,1.380550288150032e+17,3.462020367843360e+17,4.842570655993392e+17
5.937500000000e+01,6.445312500000e+00,0.000000000000e+00,-3.2980465540203346e-01,1.1550125820417353e+06,1.2157256736138698e+17,2.2203956905391962e+17,3.8003825692868250e+17,-1.5799868787476285e+17,-3.6343776190443356e+14,-9.1008765826592715e+12,1.0693258594449879e+00,2.2469716735588334e-02,8.5087203103154502e+12,8.6303768889926391e-01,-2.0628817054572407e-01,2.1524126366828528e-01,7.6493441268901045e-08,2.2203956905389971e+17,3.7354515820496365e+17,2.242190045747668e+02,1.160331952448955e+02,5.027931934572006e+04,7.350914964639305e-07,2.855464020845113e-05,2.910907807312451e-05,4.313700605124723e+04,3.244979591702658e+04,5.714564309109950e+11,1.845025882159147e+14,1.850740446468257e+14
5.625000000000e+01,6.875000000000e+00,0.000000000000e+00,-3.5338754872651557e-01,2.5569680141596213e+07,2.2557893317586227e+17,9.5727259231327008e+16,3.3261119227995981e+17,-2.3688393304863280e+17,-1.1205363435672181e+14,-1.2316939925201926e+13,1.0738241871418148e+00,1.7971389038761481e-02,7.9712425852492295e+12,8.8886974607215941e-01,-1.8495444106965542e-01,8.2647496317748551e-02,8.0399288603563560e-08,9.5727259231120928e+16,3.2135799664373805e+17,3.425793978539430e+02,1.603314088549650e+02,2.045696105787757e+02,7.340012879420675e-07,3.739133310878344e-05,3.776811923333259e-05,1.168891870524859e+03,1.137417448221632e-05,4.619221421778660e-17,1.868799664305029e-07,1.868799664766950e-07
5.937500000000e+01,6.875000000000e+00,0.000000000000e+00,-3.5338755308266645e-01,2.5575955063468561e+07,2.2557893317586006e+17,9.5727259231327008e+16,3.3261119227995981e+17,-2.3688393304863280e+17,-1.1205088394342934e+14,-1.2316637599664377e+13,1.0738241871418148e+00,1.7971389038761481e-02,7.9712425852492295e+12,8.8886975042831029e-01,-1.8495443671350453e-01,8.2639034061553110e-02,7.6043137381813530e-08,9.5727259231120880e+16,3.2135799664373818e+17,3.425794194631652e+02,1.603314088549198e+02,2.045696106048127e+02,7.341752428328228e-07,5.209091748050453e-05,5.236211064745962e-05,1.168887434568227e+03,1.557739632508111e-05,8.510666872115911e-17,1.869122322696057e-07,1.869122323547124e-07
5.625000000000e+01,7.734375000000e+00,0.000000000000e+00,-3.5617495241383990e-01,7.8770998738060281e+07,2.2390291898693184e+17,1.5177115003208974e+16,2.4828548852521232e+17,-2.3310837352200336e+17,-4.3388144087684711e+13,-7.5424511556466357e+12,1.0799139534698521e+00,1.1881622710724163e-02,7.2972996472046387e+12,8.9470203292350237e-01,-1.8521192054634972e-01,3.8032473149298585e-02,7.9892978291799051e-08,1.5177115003097580e+16,2.3908870765248819e+17,3.881750636282817e+02,1.753769621675356e+02,2.520669278086154e+01,7.336043620467268e-07,3.823976419703116e-05,3.854060654468901e-05,3.075345431280331e+02,1.045526086948540e-05,4.497812200219144e-17,1.805596749381635e-09,1.805596794359757e-09
5.937500000000e+01,7.734375000000e+00,0.000000000000e+00,-3.5617495676991423e-01,7.8789605656402901e+07,2.2390291898694979e+17,1.5177115003208974e+16,2.4828548852521232e+17,-2.3310837352200336e+17,-4.3383056006744531e+13,-7.5415666605230664e+12,1.0799139534698521e+00,1.1881622710724163e-02,7.2972996472046387e+12,8.9470203727957676e-01,-1.8521191619027538e-01,3.8024327570884135e-02,7.5536906717099152e-08,1.5177115003097554e+16,2.3908870765248749e+17,3.881751057028974e+02,1.753769621674767e+02,2.520669278135501e+01,7.337543232112144e-07,5.488961480238783e-05,5.509973150343397e-05,3.075253715239178e+02,1.491998831280419e-05,8.902493467828158e-17,1.805981591166785e-09,1.805981680191720e-09
5.937500000000e+01,8.593750000000e-01,0.000000000000e+00,1.3517071807676269e+01,6.6639980378244858e+19,1.0365700962617788e+07,8.9706256670929977e+19,9.8294736642103590e+17,8.8723309304508940e+19,-2.7910738446984719e+13,-1.4535964954543334e+14,9.7338444932682966e-01,1.1841112685374658e-01,3.4219104191142238e+13,-1.3031809479238117e+01,-1.4005193928564948e+01,1.2999999999993120e+01,1.2999694369158489e+01,6.7622933456419209e+19,9.8294736642098125e+17,5.287193340385650e+01,9.556446924762737e+01,7.720195910121114e+01,2.341972061053651e-05,8.761177272899260e-10,2.342059656154561e-05,7.461526671536997e-08,9.223759258469400e+00,1.862854826345337e-15,1.607182996168360e-09,1.607184859023187e-09
6.250000000000e+01,1.718750000000e+00,0.000000000000e+00,1.3507175256185551e+01,4.8438934833753235e+19,1.1120772284266971e+07,6.4757458915078152e+19,9.3351446901720742e+17,6.3823944446060945e+19,-1.3538281836033244e+14,-5.1426550203066888e+14,9.8521215105886562e-01,1.0658342512171055e-01,2.8824207905056781e+13,-1.3015999076881382e+01,-1.4001211227940248e+01,1.2999999999983471e+01,1.2998135288436263e+01,4.9372454551619379e+19,9.3351446901712333e+17,5.709546587391879e+01,9.327935181165792e+01,1.500415275725654e+02,2.533639666769355e-05,3.708802768622858e-09,2.534008256718849e-05,1.056225196134653e-07,3.788930657783489e+01,2.355519776531304e-14,1.000305024812694e-17,2.356520081556117e-14
5.937500000000e+01,0.000000000000e+00,0.000000000000e+00,1.3520444342907524e+01,7.4098751242899571e+19,1.0120849788071688e+07,1.0000008999999999e+20,1.0000000000000000e+18,9.9000089999999992e+19,2.6115820677526539e+01,1.5116048920585575e+02,9.6889860114540849e-01,1.2289697503516769e-01,3.6519787416914266e+13,-1.3037424938560083e+01,-1.4006323539705491e+01,1.3000000000000004e+01,1.3000000000000004e+01,7.5098751268104258e+19,9.9999999999995315e+17,5.144403660210877e+01,9.613250551118543e+01,3.924404632969560e+01,2.349617067229282e-05,2.796859261453508e-10,2.349645035821897e-05,7.010236530038684e-08,3.023913002133011e+00,1.098325263117901e-15,3.243084591958601e-09,3.243085690283864e-09
6.250000000000e+01,2.578125000000e+00,0.000000000000e+00,1.3491283420124461e+01,2.8452555367391973e+19,1.1784561672997596e+07,3.7618521958199919e+19,8.5658875888513984e+17,3.6761933199314780e+19,-3.9289339712238375e+14,-8.7908618099820550e+14,1.0008019213352692e+00,9.0993654845306887e-02,2.2990379186788137e+13,-1.2992312355682090e+01,-1.3993114277017359e+01,1.2999999999971623e+01,1.2992036717622971e+01,2.9309149049462735e+19,8.5658875888499187e+17,6.490136733336547e+01,8.958921223558328e+01,2.176406261230293e+02,2.442155944710953e-05,1.032300626054565e-08,2.443181680473638e-05,1.529599045707411e-07,1.071504245607345e+02,1.781761823384888e-13,1.324936544758119e-17,1.781894317039363e-13
6.250000000000e+01,8.593750000000e-01,0.000000000000e+00,1.3517071807675462e+01,6.6639980378244858e+19,1.0365690374147285e+07,8.9706256670929977e+19,9.8294736642103590e+17,8.8723309304508940e+19,-2.7913939660974027e+13,-1.4537632152795631e+14,9.7338444932682966e-01,1.1841112685374658e-01,3.4219104191142238e+13,-1.3031809479237310e+01,-1.4005193928564141e+01,1.2999999999992314e+01,1.2999694333947556e+01,6.7622933456419209e+19,9.8294736642098125e+17,5.287193340385643e+01,9.556446871943768e+01,7.720195911301633e+01,2.601119338826569e-05,8.761990604031822e-10,2.601206744253684e-05,8.486778272099744e-08,9.227361597648290e+00,1.864080682890320e-15,1.767493689952806e-09,1.767495554033489e-09
6.562500000000e+01,1.718750000000e+00,0.000000000000e+00,1.3507175256179215e+01,4.8438934833753227e+19,1.1119806814492427e+07,6.4757458915078152e+19,9.3351446901720742e+17,6.3823944446060945e+19,-1.3559425892248469e+14,-5.1506868066265281e+14,9.8521215105886562e-01,1.0658342512171055e-01,2.8824207905056781e+13,-1.3015999076875046e+01,-1.4001211227933911e+01,1.2999999999977135e+01,1.2998132295783623e+01,4.9372454551619379e+19,9.3351446901712333e+17,5.709546587391876e+01,9.327933784206053e+01,1.500415276026411e+02,3.370020302108162e-05,3.712630108623123e-09,3.370381133646288e-05,1.342177923484154e-07,3.795840862594433e+01,2.364426278242376e-14,1.667340944234294e-17,2.366093619186610e-14
6.250000000000e+01,0.000000000000e+00,0.000000000000e+00,1.3520444342907524e+01,7.4098751242899571e+19,1.0120849788071688e+07,1.0000008999999999e+20,1.0000000000000000e+18,9.9000089999999992e+19,2.6115820677526539e+01,1.5116048920585575e+02,9.6889860114540849e-01,1.2289697503516769e-01,3.6519787416914266e+13,-1.3037424938560083e+01,-1.4006323539705491e+01,1.3000000000000004e+01,1.3000000000000004e+01,7.5098751268104258e+19,9.9999999999995315e+17,5.144403660210845e+01,9.613250551118276e+01,3.924404634611753e+01,2.624869035611733e-05,2.797180053778099e-10,2.624897007412271e-05,8.410233827832129e-08,3.025700175163515e+00,1.098971571365979e-15,3.894894259138412e-09,3.894895358109983e-09
6.562500000000e+01,2.578125000000e+00,0.000000000000e+00,1.3491283420115197e+01,2.8452555367391969e+19,1.1781236820447551e+07,3.7618521958199919e+19,8.5658875888513984e+17,3.6761933199314780e+19,-3.9331992018226781e+14,-8.8004051245444012e+14,1.0008019213352692e+00,9.0993654845306887e-02,2.2990379186788137e+13,-1.2992312355672826e+01,-1.3993114277008095e+01,1.2999999999962359e+01,1.2992026991193391e+01,2.9309149049462735e+19,8.5658875888499187e+17,6.490136733336546e+01,8.958918841859980e+01,2.176406261509258e+02,3.003817048163053e-05,1.032761899703344e-08,3.004816763514023e-05,1.811914253376299e-07,1.072519126812118e+02,1.784404743414225e-13,1.921714047154808e-17,1.784596914818940e-13
6.250000000000e+01,3.437500000000e+00,0.000000000000e+00,1.3469768273571137e+01,1.3507851925777285e+19,1.1040596936470667e+07,1.7585673393458412e+19,7.5942381948994214e+17,1.6826249573968470e+19,-6.6108215460327450e+14,-6.9900666702153812e+14,1.0172094049367386e+00,7.4586171243837499e-02,1.8121056680264102e+13,-1.2962593467328032e+01,-1.3979802872264770e+01,1.2999999999953213e+01,1.2976477525577330e+01,1.4267280997436971e+19,7.5942381948970330e+17,7.996720852814578e+01,8.773090393148264e+01,2.678099313674442e+02,2.373948801207561e-05,1.704161998057397e-08,2.375646399086628e-05,2.128133925523724e-07,1.854681534602225e+02,4.816793493634389e-13,1.898941460511847e-17,4.816983387780441e-13
6.562500000000e+01,3.437500000000e+00,0.000000000000e+00,1.3469768273559174e+01,1.3507851925777281e+19,1.1034106901921446e+07,1.7585673393458412e+19,7.5942381948994214e+17,1.6826249573968470e+19,-6.6147923646527762e+14,-6.9942652840632825e+14,1.0172094049367386e+00,7.4586171243837499e-02,1.8121056680264102e+13,-1.2962593467316069e+01,-1.3979802872252806e+01,1.2999999999941249e+01,1.2976457257376824e+01,1.4267280997436973e+19,7.5942381948970342e+17,7.996720852814572e+01,8.773087787897943e+01,2.678099313920694e+02,2.725347079343136e-05,1.704241437420920e-08,2.727015125737209e-05,2.389753143834123e-07,1.855709375499215e+02,4.818823554054226e-13,2.450771965477007e-17,4.819068631250773e-13
6.250000000000e+01,3.867187500000e+00,0.000000000000e+00,1.3456761046159246e+01,8.5593522150804654e+18,9.9408206735367328e+06,1.1082942420602636e+19,7.0589130810091366e+17,1.0377051112501723e+19,-7.2266360398909688e+14,-4.7761334643392225e+14,1.0253400917210160e+00,6.6455484459560121e-02,1.6105063349746381e+13,-1.2945520896524002e+01,-1.3970860988245017e+01,1.2999999999939627e+01,1.2963918791283076e+01,9.2652500596947313e+18,7.0589130810063706e+17,9.268034014476336e+01,8.890799080292875e+01,3.244331112175910e+02,2.322679161493852e-05,2.378811651871884e-08,2.325051704010285e-05,3.210330877628848e-07,2.891947776076146e+02,1.138761918802447e-12,2.706871489359539e-17,1.138788987517341e-12
6.562500000000e+01,3.867187500000e+00,0.000000000000e+00,1.3456761046146070e+01,8.5593522150804593e+18,9.9334349697116092e+06,1.1082942420602636e+19,7.0589130810091366e+17,1.0377051112501723e+19,-7.2295407733771025e+14,-4.7780532226792419e+14,1.0253400917210160e+00,6.6455484459560121e-02,1.6105063349746381e+13,-1.2945520896510827e+01,-1.3970860988231841e+01,1.2999999999926452e+01,1.2963893172171835e+01,9.2652500596947333e+18,7.0589130810063718e+17,9.268034014476335e+01,8.890795701779173e+01,3.244331112404231e+02,2.528672662795157e-05,2.377899444059002e-08,2.531012680722667e-05,3.450000373421556e-07,2.893103651410505e+02,1.138581816438192e-12,3.164518706990099e-17,1.138613461625262e-12
6.250000000000e+01,4.296875000000e+00,0.000000000000e+00,1.3441887303076065e+01,5.0833261955580518e+18,8.3936537356768772e+06,6.6155107233206559e+18,6.5051390700470195e+17,5.9649968163159532e+18,-7.3692574460792675e+14,-2.8436145059947206e+14,1.0334096965774051e+00,5.8385879603171070e-02,1.4326039868245711e+13,-1.2926612351012626e+01,-1.3960022047590032e+01,1.2999999999921036e+01,1.2947248548165096e+01,5.7338490904778476e+18,6.5051390700440998e+17,1.110053746858332e+02,9.219992534154098e+01,3.760174944646986e+02,2.295514514382576e-05,2.761090094728839e-08,2.298271185669474e-05,4.497067832566142e-07,3.840792261970571e+02,1.963687472187876e-12,3.696732823635938e-17,1.963724439516113e-12
6.250000000000e+01,4.726562500000e+00,0.000000000000e+00,1.3424447042728840e+01,2.7789821153211817e+18,6.5187149465424549e+06,3.7401152818486738e+18,5.9434753865819328e+17,3.1457677431904804e+18,-7.3483475655827888e+14,-1.6885647381848781e+14,1.0414191057587872e+00,5.0376470421789006e-02,1.2754665972932334e+13,-1.2905167386074710e+01,-1.3946586491833497e+01,1.2999999999894396e+01,1.2925099193063149e+01,3.3733441741938258e+18,5.9434753865792038e+17,1.371516431391967e+02,9.800228203884053e+01,4.541299795683300e+02,2.275445807796918e-05,3.092323906943228e-08,2.278535529764436e-05,6.753067974554153e-07,5.256686217962625e+02,3.580056193834537e-12,5.406763827575140e-17,3.580110261472813e-12
6.562500000000e+01,4.296875000000e+00,0.000000000000e+00,1.3441887303061801e+01,5.0833261955580447e+18,8.3861943570366316e+06,6.6155107233206559e+18,6.5051390700470195e+17,5.9649968163159532e+18,-7.3710665785169862e+14,-2.8443126055360319e+14,1.0334096965774051e+00,5.8385879603171070e-02,1.4326039868245711e+13,-1.2926612350998361e+01,-1.3960022047575768e+01,1.2999999999906771e+01,1.2947217901892623e+01,5.7338490904778486e+18,6.5051390700441024e+17,1.110053746858331e+02,9.219989166647406e+01,3.760174944845415e+02,2.423351356052875e-05,2.759317060441247e-08,2.426082643751268e-05,4.704494655075940e-07,3.841775853241326e+02,1.962317410555942e-12,4.079341595266642e-17,1.962358203971894e-12
6.562500000000e+01,4.726562500000e+00,0.000000000000e+00,1.3424447042713661e+01,2.7789821153211750e+18,6.5121647468870021e+06,3.7401152818486738e+18,5.9434753865819328e+17,3.1457677431904804e+18,-7.3492961168867762e+14,-1.6887827042336741e+14,1.0414191057587872e+00,5.0376470421789006e-02,1.2754665972932334e+13,-1.2905167386059532e+01,-1.3946586491818318e+01,1.2999999999879218e+01,1.2925064539824502e+01,3.3733441741938268e+18,5.9434753865792064e+17,1.371516431391966e+02,9.800225532480918e+01,4.541299795842506e+02,2.344907201115964e-05,3.089646521806235e-08,2.347979671631209e-05,6.918183972681972e-07,5.257313058176239e+02,3.575692833627716e-12,5.703549621987697e-17,3.575749869123936e-12
6.250000000000e+01,5.156250000000e+00,0.000000000000e+00,1.3402860507957023e+01,1.3405739561310548e+18,4.4280638026332548e+06,2.0027293985119119e+18,5.3838070049497280e+17,1.4643486980169390e+18,-7.7492865369145325e+14,-1.1074762163746881e+14,1.0492883320955748e+00,4.2507244085001283e-02,1.1378765224658010e+13,-1.2879646238134498e+01,-1.3928934570230073e+01,1.2999999999852943e+01,1.2894117471217690e+01,1.8789797688226104e+18,5.3838070049475949e+17,1.733983822102928e+02,1.066341611266012e+02,5.440987451006993e+02,2.264234897106123e-05,3.324025210165410e-08,2.267557773496105e-05,9.537336094717164e-07,7.015081380556715e+02,6.710990269012357e-12,8.182994505329851e-17,6.711072098957410e-12
6.562500000000e+01,5.156250000000e+00,0.000000000000e+00,1.3402860507941149e+01,1.3405739561310492e+18,4.4233361928741029e+06,2.0027293985119119e+18,5.3838070049497280e+17,1.4643486980169390e+18,-7.7496885439735500e+14,-1.1075336685355231e+14,1.0492883320955748e+00,4.2507244085001283e-02,1.1378765224658010e+13,-1.2879646238118625e+01,-1.3928934570214199e+01,1.2999999999837069e+01,1.2894080650463312e+01,1.8789797688226109e+18,5.3838070049475974e+17,1.733983822102928e+02,1.066341444669389e+02,5.440987451127073e+02,2.300394800439876e-05,3.320722540966446e-08,2.303707749949192e-05,9.661651504767421e-07,7.015380443597675e+02,6.701103032246368e-12,8.417028634276241e-17,6.701187202532710e-12
6.250000000000e+01,5.371093750000e+00,0.000000000000e+00,1.3389378178298537e+01,8.6101466661221146e+17,3.2535396935217148e+06,1.4359795866084831e+18,5.1075592686550989e+17,9.2522365974297331e+17,-8.5068372101576988e+14,-8.4525314662931797e+13,1.0531081966538507e+00,3.8687379526725588e-02,1.0765421662136678e+13,-1.2864253976196876e+01,-1.3917362172850726e+01,1.2999999999822142e+01,1.2871920976348047e+01,1.3718171522298578e+18,5.1075592686534483e+17,1.957369717388973e+02,1.118894565515538e+02,7.048935032914798e+02,2.257155702568818e-05,3.556899423514968e-08,2.260711930703098e-05,1.494251880038544e-06,1.088941956945757e+03,1.823782739169620e-11,1.229147964635921e-16,1.823795030649267e-11
6.562500000000e+01,5.371093750000e+00,0.000000000000e+00,1.3389378178282410e+01,8.6101466661219507e+17,3.2500232266669106e+06,1.4359795866084831e+18,5.1075592686550989e+17,9.2522365974297331e+17,-8.5070665576268000e+14,-8.4527593496589953e+13,1.0531081966538507e+00,3.8687379526725588e-02,1.0765421662136678e+13,-1.2864253976180748e+01,-1.3917362172834599e+01,1.2999999999806017e+01,1.2871883701299977e+01,1.3718171522298591e+18,5.1075592686534502e+17,1.957369717388970e+02,1.118894559845139e+02,7.048935036223945e+02,2.273632322721445e-05,3.553097583988845e-08,2.277180799096689e-05,1.503185677548648e-06,1.088943231827696e+03,1.820743925786991e-11,1.245081350685062e-16,1.820756376600498e-11
6.250000000000e+01,5.585937500000e+00,0.000000000000e+00,1.3372572115237727e+01,5.0262908083711942e+17,1.9370531584130409e+06,1.0157354406577756e+18,4.8350796146463501e+17,5.3222747919314061e+17,-1.0282049329369194e+15,-5.6704491052862875e+13,1.0567991602086664e+00,3.4996415971909750e-02,1.0204200748489527e+13,-1.2845602431358657e+01,-1.3902401591567324e+01,1.2999999999777469e+01,1.2839085439248263e+01,9.8624803190479309e+17,4.8350796146453286e+17,2.207538160327014e+02,1.167492584283622e+02,9.666430849991780e+02,2.253684189802179e-05,3.730723212866276e-08,2.257414599641656e-05,2.410127695635197e-06,2.604935318825748e+03,4.430152234380639e-10,1.937410439896221e-16,4.430154171791079e-10
6.250000000000e+01,5.800781250000e+00,0.000000000000e+00,1.3347842733494646e+01,2.3359554939914704e+17,2.1459744185318926e+05,7.0879580154002368e+17,4.5673061868680154e+17,2.5206518285322208e+17,-1.5733272523295580e+15,-2.9093316719246074e+13,1.0603127575478568e+00,3.1482818632719373e-02,9.6971541871027188e+12,-1.2819116250945982e+01,-1.3879429008493839e+01,1.2999999999700362e+01,1.2740274849308749e+01,6.9827727905477069e+17,4.5673061868678995e+17,2.477468457122738e+02,1.186168006476824e+02,7.755997631151124e+03,2.251877428702014e-05,3.893026440595792e-08,2.255770364615090e-05,1.467331534168773e-04,6.690429867591015e+03,9.223028871545496e-06,3.827866316479145e-15,9.223028875373361e-06
